source	target
The area in this licence is located in the southern part of block 15/12, just to the south of Varg, which in turn lies somewhat further south of Sleipner Øst in the North Sea.	Arealet i denne tillatelsen fins i sørlige del av blokk 15/12, like sør for Varg som igjen ligger noe lengre sør for Sleipner Øst i Nordsjøen.
The well encountered 55 metres of sandstone in the Ula formation with good reservoir quality, but hydrocarbons were not proven.	Brønnen påtraff 55 meter sandsetein i Ulaformasjonen med god reservoarkvalitet, men hydrokarboner ble ikke påvist.
As of today, three new field developments are planned in the Barents Sea: Johan Castberg, Alta/Gohta and Wisting.	Per i dag er tre nye felt planlagt bygget ut i Barentshavet: Johan Castberg, Alta/Gohta og Wisting.
The drilling program for wellbore 6507/7-14 S relates to the drilling of a wildcat well in production licence 435.	Boreprogrammet for brønnbane 6507/7-14 S gjeld boring av undersøkingsbrønn i utvinningsløyve 435.
Ninety-three of the blocks are located in the Barents Sea and nine in the Norwegian Sea.	93 av blokkene ligger i Barentshavet og ni i Norskehavet.
Another of her concerns is to develop regional ties and networks with Zimbabwe, Malawi, Tanzania and South Africa.	Dessuten er hun opptatt av å utvikle regionale bånd og nettverk med nabolandene Zimbabwe, Malawi, Tanzania og Sør-Afrika.
To this end, we are arranging an information meeting at the NPD on 3 November 2006.	Det gjøres på et informasjonsmøte hos OD 3. november 2006.
”The changes have been made to reflect the exploration that has taken place on the Norwegian shelf in recent years.”	”Endringene er gjort for å reflektere utforskingen som er gjort på norsk sokkel de siste årene.”
The well encountered light oil in an 80-metre gross column in the upper part of the Brent Group, in rocks with good reservoir quality.	Brønnen påtraff lett olje i en 80 meter brutto kolonne i øvre del av Brentgruppen, i bergarter med god reservoarkvalitet.
The average daily liquid production in May was: 1 495 000 barrels of oil, 307 000 barrels of NGL and 68 000 barrels of condensate.	Væskeproduksjonen i mai fordeler seg slik: 1 495 000 fat olje, 307 000 fat NGL og 68 000 fat kondensat i gjennomsnitt per dag.
This will take place in Alta on 27 February at 15:00 hours.	Det skjer i Alta 27. februar klokken 15.00.
Size – field (exel)	Størrelse - felt (exel)
This is 0.3 million Sm3 o.e. lower than during February 2005.	Dette er 0,3 millioner Sm3 o.e. lavere enn produksjonen i samme måned i fjor.
The well will be drilled about 3.2 kilometres north of well 16/2-9 S on Johan Sverdrup in the central part of the North Sea.	Brønnen blir bora om lag 3,2 kilometer nord for brønn 16/2-9 S på Johan Sverdrup i den midtre delen av Nordsjøen.
Well 7218/11-1 was drilled by the Transocean Barents drilling facility, which will now proceed to production licence 255, where it will drill wildcat well 6406/9-3 where A/S Norske Shell is the operator.	Brønn 7218/11-1 ble boret av boreinnretningen Transocean Barents, som nå skal til utvinningstillatelse 255, hvor den skal bore undersøkelsesbrønn 6406/9-3 der A/S Norske Shell er operatør.
These expectations are laid down in the Petroleum White Paper and deal with just that; making discoveries, developing the discoveries and, not least, improving recovery from producing fields,” says Director General Bente Nyland.	Disse forventningene er nedfelt i oljemeldingen og handler nettopp om å gjøre funn, bygge ut funnene og ikke minst å øke utvinningen fra felt i drift," sier oljedirektør Bente Nyland.
The following fields had reduced production in May due to various technical problems: Skarv, Skuld, Trym and Valhall.	Skarv, Skuld, Trym og Valhall har redusert produksjon i mai på grunn av diverse tekniske problem.
The well will be drilled about 320 km northeast of 7225/3-1 (Norvarg), about 365 kilometres northeast of discovery well 7324/8-1 (Wisting) in production licence 537 and about 415 km from the coast.	Brønnen blir bora om lag 320 km nordaust for 7225/3-1 (Norvarg), om lag 365 kilometer nordaust for funnbrønn 7324/8-1 (Wisting) i utvinningsløyve 537 og om lag 415 km frå kysten.
CCS report Capture and storage of CO2 (Norwegian only)	CCS-rapport Fangst og lagring av CO2
The Dalsnuten prospect (production licence 392) will be drilled after the Gro well.	Etter Gro-brønnen skal prospektet Dalsnuten (utvinningstillatelse 392) bores.
For the first time since 1994, new exploration acreage has been made available to the industry in the southeastern Barents Sea.	For første gang siden 1994 er nytt leteareal gjort tilgjengelig for industrien i Barentshavet sørøst.
The secondary exploration target was to prove petroleum in Lower Jurassic reservoir rocks (Tilje formation).	Sekundært letemål var å påvise petroleum i nedre jura reservoarbergarter (Tiljeformasjonen).
Like the three years before, this volume is higher than normal.	I likhet med de tre foregående årene er denne mengden høyere enn normalt.
(Photo: Siv Rødland)	(Foto: Siv Rødland)
Knutsen has broad experience from various aspects of the petroleum activities.	Knutsen har bred erfaring fra ulike sider ved petroleumsvirksomheten.
Statoil is the operator with an ownership interest of 50 per cent and the licensees are Eni Norge AS with 30 per cent and Petoro AS with 20 per cent.	Statoil er operatør med ein del på 50 prosent og rettshavarane er Eni Norge AS med 30 prosent og Petoro AS med 20 prosent.
Water depth at the site is 136 metres.	Havdypet er 136 meter.
The drilling programme for wellbore 6607/2-1 applies to drilling of a wildcat well in a production licence.	Boreprogrammet for brønnbane 6607/2-1 gjelder boring av en undersøkelsesbrønn.
The average daily liquid production in August was: 1 325 000 barrels of oil, 202 000 barrels of NGL and 70 000 barrels of condensate.	Væskeproduksjonen i september fordeler seg slik: 1 325 000 fat olje, 202 000 fat NGL og 70 000 fat kondensat i gjennomsnitt per dag.
The drilling programme for wellbore 15/6-11 S applies to the drilling of an appraisal well in production licence 303.	Boreprogrammet for brønnbane 15/6-11 S gjeld boring av avgrensingsbrønn innafor utvinningsløyve 303.
The well was not formation-tested, but extensive data acquisition and sampling was carried out.	Brønnen ble ikke formasjonstestet, men det er utført omfattende datainnsamling og prøvetaking.
The oil production on the Norwegian continental shelf in the fourth quarter of 2009 was stable and increased somewhat from the third quarter.	Oljeproduksjonen på norsk kontinentalsokkel i fjerde kvartal 2009 var stabil og gikk litt opp i forhold til tredje kvartal.
15/6-11 S and 15/6-11 A were drilled to vertical depths of 4099 and 3830 metres below sea level, respectively, and were both terminated in the Skagerrak formation in the Upper Triassic.	15/6-11 S og -11 A ble boret til et vertikalt dyp av henholdsvis 4099 og 3830 meter under havflaten, og begge ble avsluttet i Skagerrakformasjonen i øvre trias.
6507/8-9 is the eighth wildcat well to be drilled in the licence.	6507/8-9 blir den åttande leitebrønnen bora i dette løyvet.
Expected investments are NOK 15.7 billion for Njord and NOK 4.1 billion for Bauge.	Forventede investeringer er 15,7 milliarder kroner for Njord og 4,1 milliarder kroner for Bauge.
The continental shelf and the declivity off the coast of Nordland and Troms counties is made up of varied and complex geology.	Kontinentalsokkelen og -skråningen utenfor Nordland og Troms har en variert og kompleks geologi.
This is the first wildcat well in production licence 029 B, which was carved out of production licence 029 in 2001.	Dette er den første undersøkelsesbrønnen i utvinningstillatelse 029 B som ble fraskilt utvinningstillatelse 029 i 2001.
Action needed to stem decline	Sokkelen krever innsats
Total gas sales were about 11.1 billion Sm3, which is 0.9 GSm3 more than the previous month.	Det totale gassalet var 11,1 milliardar standard kubikkmeter (GSm3), dette er 0,9 GSm3 meir enn månaden før.
The app also contains an analysis section where users can filter and sort data themselves.	App-en inneholder også en analysedel hvor brukeren selv kan filtrere og sortere data.
The objective of the well was to prove petroleum in the reservoir rocks in the Lower Jurassic (the Båt group).	Hensikten med brønnen var å påvise petroleum i reservoarbergarter i nedre jura (Båtgruppen).
Obviously, the storage sites must also have the right characteristics to ensure that the greenhouse gas stays in place.	Lagringsstedene må også, naturlig nok, ha egenskaper som gjør at klimagassen holder seg på plass.
Wells 6507/3-12 and 6507/3-12 A were drilled by the Deep Sea Bergen drilling facility, which will now proceed to the Åsgard field in the Norwegian Sea to complete production well 6506/12-S-4 BH.	Brønnene 6507/3-12 og 6507/3-12 A ble boret av boreinnretningen Deep Sea Bergen, som nå skal til Åsgard-feltet i Norskehavet for å komplettere produksjonsbrønn 6506/12-S-4 BH.
Well 25/11-25 S was drilled by the semisubmersible drilling facility Transocean Winner, which will now drill wildcat well 25/11-25 A, as a sidestep, to prove petroleum in a nearby prospect in the same production licence.	Brønn 25/11-25 S ble boret av den halvt nedsenkbare boreinnretningen Transocean Winner, som nå skal bore undersøkelsesbrønn 25/11-25 A, som sidesteg, for å påvise petroleum i et nærliggende prospekt i samme utvinningstillatelse.
Twenty-one geological formations have been mapped and assessed as regards reservoir quality and presence of sealing layers.	Tjueen geologiske formasjoner er kartlagt og vurdert med hensyn til reservoarkvalitet og tilstedeværelse av forseglende lag.
The drilling permit is contingent upon the operator securing all other permits and consents required by other authorities before drilling commences.	Tillatelsen forutsetter at de øvrige tillatelser og samtykker som kreves av andre myndigheter er gitt før boreaktiviteten starter.
A total of 213.7 million Sm³ oil equivalents (o.e.) were produced in 2013.	I 2013 ble det produsert 213,7 millioner Sm³ oljeekvivalenter (o.e.).
This is about ten per cent less than during the same period last year.	Det er om lag ti prosent mindre enn i samme tidsrom i fjor.
Wellbore 15/12-19 is the first exploration well to be drilled in this production licence, and it will be drilled from the drilling facility Mærsk Guardian.	Brønnbane 15/12-19 er den første letebrønnen som bores i denne utvinningstillatelsen og skal bores fra boreinnretningen Mærsk Guardian.
"It is a great honour to receive the NPD’s IOR award.	"Å bli tildelt ODs IOR-pris er stor stas.
VNG Norge AS is the operator with an ownership interest of 30 per cent.	VNG Norge AS er operatør med ein del på 30 prosent.
The matters will be submitted to the Storting.	Sakene vil bli fremma for Stortinget.
Two formation tests were also conducted.	I tillegg er det gjennomført to formasjonstester.
In the secondary exploration target, the well encountered oil over an interval of about 175 metres in what was presumably the Lunde formation, of which 12 metres with sandstone of poor reservoir quality.	I sekundært letemål påtraff brønnen olje over et intervall på om lag 175 meter i antatt Lundeformasjonen, hvorav kun 12 meter med sandstein av dårlig reservoarkvalitet.
The well was drilled on a prospect called Bjørk in block 6608/8 about 33 kilometres north of the Norne field.	Brønnen ble boret på et prospekt kalt Bjørk i blokk 6608/8 om lag 33 km nord for Nornefeltet.
Wellbore 2/9-4 is the first exploration wellbore to be drilled in the production licence and will be drilled from the drilling facility Mærsk Gallant.	Brønnbane 2/9-4 er den første letebrønnen som bores i utvinningstillatelsen og skal bores fra boreinnretningen Mærsk Gallant.
Bente Nyland, director general	Bente Nyland, oljedirektør
Concedo ASA	Concedo ASA
The well is the first exploration well in production licence 348, awarded in APA 2004.	Dette er den første letebrønnen i utvinningstillatelse 348 som ble tildelt i TFO 2004.
The well encountered an oil column of about 12 metres with very good reservoir quality, as expected.	Brønnen påtraff en oljekolonne på om lag 12 meter med meget god reservoarkvalitet, som forventet.
”Our objective is to have at least eight employees with immigrant background by the end of 2014.	”Målet er at vi skal ha minst åtte ansatte med innvandrerbakgrunn innen utgangen av 2014.
The licence was awarded in the North Sea Awards in 2000.	Tillatelsen ble tildelt i Nordsjøtildelingene 2000.
The primary exploration target for the well was to prove petroleum in reservoir rocks from the Paleocene (Ty formation) and in the Upper Jurassic (intra Draupne sandstone).	Primært letemål for brønnen var å påvise petroleum i reservoarbergarter fra paleocen (Tyformasjonen) og i øvre jura (intra Draupne sandstein).
However, liquid production is 0,7 percent higher than expected.	Væskeproduksjonen er derimot 0,9 prosent høgare enn venta.
The permit is conditional on the operator securing all other permits and consents required by other authorities before the drilling activity commences.	Tillatelsen forutsetter at de øvrige tillatelser og samtykker som kreves av andre myndigheter er gitt før boreaktiviteten starter.
That is no longer possible.	Det er ikke lenger mulig.
Grane has reduced production in September due to planned maintenance and technical problems afterwards.	Grane har redusert produksjon i september på grunn av planlagt vedlikehaldsstans og tekniske problem i etterkant.
“The escort vessels have come along also for safety reasons.	”Følgefartøyene er med også av sikkerhetsmessige grunner.
This is the first time Norwegian authorities have acquired seismic data in this part of the Barents Sea.	Det er første gang norske myndigheter samler inn seismikk i denne delen av Barentshavet.
“The NPD expects that the realisation of the resources in Utgard will contribute to value creation for both the Norwegian society and the licensees in Utgard and Sleipner,” says Francke.	«OD forventer at realiseringen av ressursene i Utgard vil bidra til å skape verdier både for det norske samfunnet og for rettighetshaverne i Utgard og Sleipner,» sier Francke.
“In such a system, even those who aren’t corrupt will be suspected of it.	I et slikt system vil også de som ikke er korrupte bli mistenkt for å være det.
The drilling programme for well 31/7-2 S relates to the drilling of an appraisal well.	Boreprogrammet for brønn 31/7-2 S gjeld boring av ein avgrensningsbrønn.
Reductions based on new technological solutions would primarily come later.	Kutt på grunnlag av ny teknologi vil hovedsakelig komme etter 2030.
This means that the civil service, which uses Norwegian as its working language, misses out on valuable expertise.”	Det betyr at statsforvaltningen, som har norsk som arbeidsspråk, går glipp av verdifull kompetanse.”
The well was drilled about 20 kilometres south of the Kristin field in the Norwegian Sea and 190 kilometres northwest of Kristiansund.	Brønnen er boret om lag 20 kilometer sør for Kristin-feltet i Norskehavet og 190 kilometer nordvest for Kristiansund.
Popular shelf map Photo: Eldbjørg Vaage Melberg	Foto: Eldbjørg Vaage Melberg
Production licence 331 was awarded in APA 2004.	Utvinningstillatelse 331 ble tildelt i TFO 2004.
The drilling programme for wellbore 7120/1-5 relates to the drilling of an appraisal well in production licence 492.	Boreprogrammet for brønn 7120/1-5 gjeld boring av ein avgrensningsbrønn i utvinningsløyve 492.
This is an increase of NOK 2 million compared with the final budget for 2013.	Det er en økning på to millioner kroner i forhold til saldert budsjett 2013.
The discovery success rate on the Norwegian shelf is very high in an international context.	Funnsuksessen på norsk sokkel er svært høg i internasjonal målestokk.
The area in this licence consists of parts of block 6507/5.	Arealet i dette løyvet består av deler av blokk 6507/5.
These waves are reflected back when they encounter interfaces between different layers of rock, and these reflections are captured by long cables towed behind the vessel.	Disse reflekteres når de treffer grenser mellom ulike bergarter, og refleksene fanges opp av lange kabler som slepes etter båten.
The Polar Pioneer is taken over by ENI for drilling of well 7122/7- 4 on the Goliat discovery in production licence 229.	Polar Pioneer er nå overtatt av ENI for boring av brønn 7122/7- 4 på Goliatfunnet i utvinningstillatelse 229.
Such long and continuous time series are seldom encountered anywhere but on Svalbard.	Det er sjelden at det er bevart så lange og sammenhengende tidsrom som på Svalbard.
Skinfaks Sør was proven in 2002 and consists of several smaller structures.	Skinfaks Sør ble påvist i 2002 og består av flere mindre strukturer.
We are experiencing some technical difficulties with our website as a result of this.	Som følge av dette har vi noen tekniske problemer med nettstedet.
The drilling program for wellbore 6506/9-2 S relates to the drilling of a wildcat well in production licence 433, which is located about 240 km northwest of Namsos and 10 km north of the Smørbukk gas and condensate deposit, which is part of the Åsgard field in the Norwegian Sea.	Boreprogrammet for brønnbane 6506/9-2 S gjelder boring av undersøkelsesbrønn i utvinningstillatelse 433 som er lokalisert om lag 240 km nordvest for Namsos og 10 km nord for gass-og kondensatforekomsten Smørbukk, som er en del av Åsgardfeltet, i Norskehavet.
However, we also know that energy consumption on land in Norway in a normal year is greater than the energy produced, which means that there is no surplus of domestic power to supply the shelf.	Men vi vet også at energiforbruket på land i Norge i et normalår er større enn energiproduksjonen.
The PDO for Jette was approved in February 2012.	Jette feltet fikk godkjent PUD i februar i år.
The well was drilled by the semi-submersible drilling facility West Alpha, which will now proceed to the Kristin field in the Norwegian Sea to drill production well 6506/11-N-2 H.	Brønnen ble boret av den halvt nedsenkbare boreinnretningen West Alpha som nå skal til Kristinfeltet i Norskehavet for å bore produksjonsbrønnen 6506/11-N-2 H.
CGG was successful in submitting the best offer for all three modules.	CGG vant fram med det beste tilbudet på alle tre moduler
It is accessible on the authorities’ websites and is stored in content-rich databases.	Dette ligger synlig på myndighetenes nettsteder og er lagret i innholdsrike databaser.
Comprehensive data collection and sampling has taken place.	Det er utført omfattende datainnsamling og prøvetakning.
Well results indicate a non-commercial discovery in Upper Jurassic rocks.	Brønnresultatet indikerer et ikke-kommersielt funn i øvre jura bergarter.
In October 19.8 million standard cubic metres of oil equivalents (Sm3 o.e.) were produced.	I oktober blei det produsert 19,8 millionar standard kubikkmeter oljeekvivalentar (Sm3 o.e).
The company has invested significant resources to achieve this – without any guarantee of commercial success.	Selskapet har satset store ressurser på å få dette til – uten garanti for kommersiell suksess.
This is the first well to be drilled within the area of the licence.	Dette er den fyrste brønnen som blir bora innafor løyvet sitt areal.
A/S Norske Shell is the operator with an ownership interest of 16 per cent.	A/S Norske Shell er operatør med ein del på 16 prosent.
The guidelines are published on the MPE's website www.regjeringen.no/oed and on the NPD's website www.npd.no, and replace the guidelines from June 2000.	Veilederen er publisert på OEDs hjemmesider www.regjeringen.no/oed og ODs hjemmesider www.npd.no, og erstatter veilederen av juni 2000.
During the course of the petroleum activities throughout the years, significant amounts of data have been collected regarding the Johansen formation.	I forbindelse med petroleumsvirksomheten er det i årenes løp samlet inn betydelige mengder seismiske data over Johansenformasjonen.
In addition, one day will be devoted to the Arctic/Antarctica in connection with the Nansen-Amundsen anniversary.	I tillegg vil en dag være knyttet til Arktis/Antarktis i forbindelse med Nansen–Amundsen-jubileet.
The preliminary estimate for the discovery is between 3 and 8 million Sm3 of recoverable o.e.	Funnet er foreløpig estimert til mellom 3 og 8 millioner Sm3 utvinnbare o.e.
For example, drilling costs have more than doubled during the last 10 years.	For eksempel er borekostnadene mer enn fordoblet i løpet av de siste 10 årene.
The purpose of the well was to prove petroleum in reservoir strata from the Late Cretaceous.	Hensikten med brønnen var å påvise petroleum i reservoarbergarter fra senkritt.
Wells 6406/12-3 B and A were drilled by the Transocean Arctic drilling facility, which will now proceed to production licence 555 in the northern part of the North Sea to drill wildcat well 33/2-1, where Lundin Norway AS is the operator.	Brønnene 6406/12-3 B og A ble boret av boreinnretningen Transocean Arctic, som nå skal til utvinningstillatelse 555 i nordlige del av Nordsjøen for å bore undersøkelsesbrønn 33/2-1, der Lundin Norway AS er operatør.
The deadline for comments was 20 January 2009.	Fristen ble satt til 20. januar 2009.
The well was terminated before it reached the Ørn formation.	Brønnen ble avsluttet før den nådde Ørnformasjonen.
The majority of the measures are on ships.	Størsteparten av tiltakene skjer på skip.
The drilling programme for well 3/7-8 S relates to drilling of a wildcat well in production licence 147.	Boreprogrammet for brønn 3/7-8 S gjeld boring av en undersøkingsbrønn i utvinningsløyve 147.
Reporting requirements for the fishery expert	Rapporteringskrav for den fiskerikyndige
I try to get home for a visit twice a year.	Jeg prøver å reise hjem på besøk to ganger i året.
This is related to the obligation to provide information to responsible bodies in Norway and other countries’ authorities.	Dette er knytt til ansvar for informasjon til ansvarlige instansar i Noreg og andre lands myndigheiter.
Wellbore 7218/11-1will be drilled from the Transocean Barents drilling facility at position 72° 5'29.1" N and 18° 25'59.4" E following completion of drilling of wildcat well 6506/6-2 for Maersk Oil Norway AS in production licence 513.	Brønnbane 7218/11-1skal borast frå boreinnretninga Transocean Barents i posisjon 72° 5'29,1" N og 18° 25'59,4" Ø etter avslutting av boring av undersøkingsbrønn 6506/6-2 for Maersk Oil Norway AS i utvinningsløyve 513.
Preliminary estimates indicate that the size of the discovery is between 6.8 and 12.7 million standard cubic metres (Sm3) of recoverable oil equivalents.	Foreløpig beregning av størrelsen på funnet er mellom 6,8 og 12,7 millioner standard kubikkmeter (Sm3) utvinnbare oljeekvivalenter.
Wellbore 8/10-6 S is the sixth exploration well in this production licence.	Brønn 8/10-6 S er den sjette leitebrønnen i dette utvinningsløyvet.
This is the second exploration well in production licence 492.	Dette er den andre letebrønnen i utvinningstillatelse 492 (lenke til faktasiden).
Popular replacement Nyland's face is well-known within exploration circles in the petroleum industry, both in Norway and internationally.	Populær avløser Nyland er et kjent ansikt innenfor letemiljøene i petroleumsnæringen, både her til lands og internasjonalt.
The Ministry of Petroleum and Energy will, in consultation with the established name group, decide on the final name.	Olje- og energidepartementet vil i samråd med den nedsette namnegruppa fastsette det endelege namnet.
The company's achievements include re-opening the Yme field in the North Sea.	Selskapet har blant annet gjenåpnet Ymefeltet i Nordsjøen.
We expected increase compared with 2011 is 5,4 billion Sm3.	Forventet økning i forhold til 2011 er 5,4 milliarder Sm3.
The NPD launched its resource report “Values for the future” in June.	I juni lanserte OD sin ressursrapport «Verdier for framtiden».
The other licensee is Idemitsu Petroleum Norge AS (40 per cent).	Den andre rettshavarane er Idemitsu Petroleum Norge AS (40 prosent).
Thirteen new discoveries have been made this year, the largest of these in the Norwegian Sea.	Det er gjort 13 nye funn i år, det største av disse er gjort i Norskehavet.
The relevant area lies within 61°31´N - 61°26´north and 2°17´E - 2°4´east.	Det aktuelle området ligger innenfor 61°31´N - 61°26´nord og 2°17´E - 2°4´øst.
It was awarded in the 16th licensing round in 2000.	Den ble tildelt i 16. konsesjonsrunde i år 2000.
The primary and secondary exploration targets for wildcat well 7219/12-1 were to prove petroleum in two Early Jurassic and Late/Middle Triassic reservoir levels (Tubåen and Fruholmen formations).	Primært og sekundært letemål for undersøkelsesbrønn 7219/12-1 var å påvise petroleum i to reservoarnivå av tidligjura og sentrias/mellomtrias alder (Tubåen- og Fruholmenformasjonene).
Line catches of haddock showed a downward trend towards the end of the seismic shooting when the seismic vessel approached the haddock lines.	Linefangstene av hyse viste en nedadgående trend mot slutten av seismikkskytingen da seismikkfartøyet nærmet seg hyselinene.
The primary exploration goal for the well was to prove petroleum in reservoir rocks of the Middle Jurassic Age (Garn, Ile and Tofte formations).	Primært letemål for brønnen var å påvise petroleum i midtre jura reservoarbergarter (Garn-, Ile- og Tofteformasjonen).
The two transport systems have both been delivered according to schedule.	De to transportsystemene er levert i henhold til tidsplanen.
The Transocean Leader drilling facility will now move on to drill production wells on Gullfaks Sør.	Boreinnretningen Transocean Leader vil nå bore produksjonsbrønner på Gullfaks Sør.
This is crucial, regardless of where in the world the construction takes place	Dette er avgjørende uavhengig av hvor i verden byggingen foregår.
The development concept consists of a trawlable seabed facility with three production wells.	Utbyggingsløsningen består av en overtrålbar havbunnsinnretning med tre produksjonsbrønner.
“The 20th round includes many interesting areas.	- 20. runde omfatter mange interessante områder.
Øyvind Kirkhus, tel: +47 51 87 60 94	Øyvind Kirkhus, tlf: 51 87 60 94
This is 1.5 million Sm3 o.e. more than in 2003.	Dette er 1,5 millioner Sm3 o.e. høyere enn i 2003.
Resource management is on the agenda at the NPD/MPE stand.	På standen til OD og OED er ressursforvaltning på agendaen.
The well is located 80 km northeast of the Snøhvit Field and 160 kilometres northwest of Hammerfest.	Brønnen er lokalisert 80 km nordøst for Snøhvitfeltet og 160 kilometer nordvest for Hammerfest.
The drilling programme for wellbore 34/6-3 S relates to drilling of a wildcat well in production licence 554.	Boreprogrammet for brønn 34/6-3 S gjeld boring av undersøkingsbrønn i utvinningsløyve 554.
The well was drilled by the Island Innovator drilling facility, which will now proceed to production licence 492 in the Barents Sea to drill appraisal well 7120/1-4 S on the 7120/1-3 («Gotha») oil discovery, where Lundin is the operator.	Brønnen ble boret av boreinnretningen Island Innovator, som nå skal til utvinningstillatelse 492 i Barentshavet for å bore avgrensningsbrønn 7120/1-4 S på oljefunnet 7120/1-3 («Gotha»), der Lundin er operatør.
“The Norwegian Petroleum Directorate is pleased that the resources in Snadd will be produced.	«Oljedirektoratet er fornøyd med at ressursene i Snadd blir produsert.
This is e.g. connected to the Norwegian sea areas around Jan Mayen and west of the demarcation line in the Barents Sea.	Dette er blant annet knyttet til de norske havområdene ved Jan Mayen og vest for avgrensingslinja i Barentshavet.
The gas/oil ratio is calculated at 40 Sm3/Sm3.	Gass/oljeforholdet er beregnet til 40 Sm3/Sm3.
Det Norske Oljeselskap ASA	Det Norske Oljeselskap ASA
To prove further oil volumes, a sidetrack well, 8/10-4 B, will be drilled from well 8/10-4 S in the Ula formation in a separate segment further south in the structure.	For å påvise ytterligere oljevolumer, skal en sidestegsbrønn 8/10-4 B bores ut fra brønn 8/10-4 S inn i Ulaformasjonen i et eget segment lengre sør på strukturen.
The main objective of the well was to test a prospect in sandstone from the Late Triassic Age, called "Guovca".	Hovedmålet med brønnen var å teste et prospekt i sandsteiner av sen trias alder, kalt "Guovca".
This tendering competition was announced on 17 August, and the deadline is 30 September.	Anbudskonkurransen ble kunngjort 17. august, og tilbudsfristen er satt til 30. september.
The 16/2-6 Johan Sverdrup oil discovery was proven by Lundin in the autumn of 2010 in reservoir rock from the Middle and Upper Jurassic.	Oljefunnet 16/2-6 Johan Sverdrup ble påvist av Lundin høsten 2010 i midtre og øvre jura reservoarbergarter.
No mobile hydrocarbons were proven, and the well has now been permanently plugged and abandoned.	Ingen bevegelige hydrokarboner ble påvist, og brønnen er nå permanent plugget og forlatt.
+47 51 87 65 85	51 87 65 85
Preliminary calculations show that the discovery contains between 4 and 8 million Sm3 of recoverable oil.	Foreløpige beregninger viser at funnet inneholder mellom 4 og 8 millioner Sm3 utvinnbar olje.
Read the article here >>	Artikkelen kan du lese her >>
Petroleum Geo-Services has informed the NPD that the fire damage is less extensive than originally thought, which will allow the vessel to sail from Tromsø on Monday, 30 June.	OD har fått opplyst fra Petroleum Geo-Services at brannskadene er mindre omfattende enn først antatt.
Screen shots from the app: http://youtu.be/Wd1vKa3u028	Skjermbilder fra app-en: http://youtu.be/Wd1vKa3u028
Espen Simonstad, tel.	Espen Simonstad, tlf.
So far, there are no proven direct effects of these discharges on vulnerable resources.	Det er så langt ikke påvist direkte effekter av disse utslippene på sårbare ressurser.
Higher oil prices have led to significant increases in both activity and cost levels.	Høy oljepris har gjort at både aktivitets- og kostnadsnivået har økt betydelig.
The licence was awarded in the 19th licensing round.	Løyvet blei tildelt i 19.konsesjonsrunde.
Sølvberg emphasises that “the Norwegian petroleum industry needs ambitious engineers and visionary leaders that can maintain the Norwegian shelf’s strong position within development and use of new and advanced offshore technology through good cooperation between oil companies, suppliers and the authorities.”	Sølvberg understreker at «Norsk petroleumsnæring trenger ambisiøse ingeniører og visjonære ledere som gjennom godt samarbeid mellom oljeselskap, leverandører og myndigheter kan opprettholde norske sokkels sterke posisjonen innen utvikling og bruk av ny og avansert offshoreteknologi.»
This will make Van Thi Hai Pham the Norwegian Petroleum Directorate’s (NPD’s) first employee with a doctorate in CO 2 injection.	Med dette blir Van Thi Hai Pham Oljedirektoratets første medarbeider med doktorgrad innenfor CO2-injeksjon.
Two appraisal wells, 15/9-B-8B and -8C, were drilled in the southern end of the structure near the 15/9-B-1 discovery well.	To avgrensningsbrønner 15/9-B-8B og -8C ble boret sør på strukturen nær funnbrønnen 15/9-B-1.
The water depth at the site was 110 metres.	Havdypet var 110 meter.
The licensees in production licence 104	Rettighetshavere i utvinningstillatelse 104
A comprehensive data acquisition programme has been carried out.	Et omfattende datainnsamlingsprogram er utført, og brønnen er produksjonstestet.
At the end of the year, the Norwegian Petroleum Directorate will present an atlas of possible storage locations for carbon dioxide in the North Sea.	Oljedirektoratet skal ved utgangen av året presentere et atlas over mulige lagringsplassar for karbondioksid i Nordsjøen.
The Following fields had reduced production in October, Gjøa due to planned maintenance, Grane due to problems with the gas injection compressor and Njord, Tordis, Visund and Volve due to technical problems.	Gjøa har redusert produksjon i oktober pga vedlikehaldsarbeid, Grane pga problem med gassinjeksjonskompressor og Njord, Tordis, Visund og Volve pga diverse tekniske problem.
Well 7130/4-1 was drilled to a vertical depth of 3184 metres below the sea surface and was terminated in the Soldogg formation in the Lower Carboniferous.	Brønn 7130/4-1 ble boret til et vertikalt dyp av 3184 meter under havflaten og ble avsluttet i Soldoggformasjonen i nedre karbon.
The well proved gas/condensate.	Brønnen påviste gass/kondensat.
Investments on the Norwegian shelf in 2016 amounted to NOK 135 billion, about NOK 50 billion less than the peak years 2013 and 2014.	Det ble investert 135 milliarder kroner på norsk sokkel i 2016, om lag 50 milliarder mindre enn i toppårene 2013 og 2014.
The then Minister of Petroleum and Energy, Åslaug Haga, stated that the authorities had begun a process of evaluating how to increase knowledge about the conditions on the Norwegian side of the border with Iceland.	Da uttalte daværende olje- og energiminister Åslaug Haga at myndighetene er i gang med å vurdere hvordan kunnskapene om forholdene på norsk side av grenselinjen mot Island kan økes.
